🇨🇳｜央视,#genre#
点掌财经,http://cclive2.aniu.tv/live/anzb.m3u8
香港衛視文旅,https://myun-hw-s3.myun.tv/melj80jz/lxx27bol/1551285536499984128.m3u8
香港电台,https://rthkcnews-lh.akamaihd.net/i/rthknews_1@312607/index_190000011_av-b.m3u8
香港电台,http://rthkcnews-lh.akamaihd.net:80/i/rthknews_1@312607/index_190000011_av-p.m3u8
翡翠台[1920*1080],http://radius.8866.org:880/hls/80/index.m3u8
明珠台[1920*1080],http://radius.8866.org:880/hls/84/index.m3u8
时尚频道,http://juyunlive.juyun.tv/live/24950198.m3u8
HTV4,https://livecdn.fptplay.net/sdb/htv4_hls.smil/chunklist_b2500000.m3u8
HTV3,https://livecdn.fptplay.net/sdb/htv3_hls.smil/chunklist_b2500000.m3u8
HBO2台,http://hpull.kktv8.com/livekktv/128600025/playlist.m3u8
亚洲新闻,http://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_4.m3u8
东森电影,http://120.84.96.32:808/hls/32/index.m3u8
凤凰资讯,http://playtv-live.ifeng.com/live/06OLEEWQKN4.m3u8
凤凰资讯,http://39.135.55.105:6610/PLTV/88888888/224/3221227226/index.m3u8?servicetype=1$福建三明移动
凤凰资讯,http://39.135.49.209:6610/PLTV/88888888/224/3221227226/1.m3u8?servicetype=1
凤凰资讯,https://playtv-live.ifeng.com/live/06OLEEWQKN4.m3u8
凤凰资讯,http://play-live.ifeng.com/live/06OLEEWQKN4.m3u8
凤凰资讯,http://39.135.55.105:6610/PLTV/88888888/224/3221227222/index.m3u8?servicetype=1
凤凰资讯,http://playtv-live.ifeng.com/live/06OLEEWQKN4_tv1.m3u8
凤凰资讯,https://playtv-live.ifeng.com/live/06OLEEWQKN4_tv2.m3u8
凤凰资讯,http://playtv-live.ifeng.com:80/live/06OLEEWQKN4_tv1.m3u8
凤凰资讯,http://playtv-live.ifeng.com:80/live/06OLEEWQKN4_tv2.m3u8
凤凰资讯,http://59.44.10.113:9901/tsfile/live/1078_1.m3u8
凤凰资讯,http://playtv-live.ifeng.com:80/live/06OLEEWQKN4.m3u8
凤凰资讯,http://playtv-live.ifeng.com/live/06OLEEWQKN4_tv2.m3u8
凤凰资讯,http://39.135.55.105:6610/PLTV/88888888/224/3221227226/index.m3u8?servicetype=1
凤凰资讯,http://119.29.145.154:9999/IPTV.php?tid=gt&id=3
凤凰资讯,http://39.135.49.209:6610/PLTV/88888888/224/3221227222/1.m3u8?servicetype=1
凤凰中文,http://playtv-live.ifeng.com:80/live/06OLEGEGM4G_tv1.m3u8
凤凰中文,http://playtv-live.ifeng.com:80/live/06OLEGEGM4G.m3u8
凤凰中文,http://playtv-live.ifeng.com/live/06OLEGEGM4G_tv1.m3u8
凤凰中文,http://playtv-live.ifeng.com/live/06OLEGEGM4G_tv2.m3u8
凤凰中文,http://playtv-live.ifeng.com:80/live/06OLEGEGM4G_tv2.m3u8
凤凰中文,http://39.135.55.105:6610/PLTV/88888888/224/3221227222/index.m3u8?servicetype=1$福建三明移动
凤凰中文,http://39.135.49.209:6610/PLTV/88888888/224/3221227222/1.m3u8?servicetype=1$闽移动FHD
凤凰中文,https://playtv-live.ifeng.com/live/06OLEGEGM4G_tv1.m3u8
凤凰中文,http://play-live.ifeng.com/live/06OLEGEGM4G.m3u8
凤凰中文,http://playtv-live.ifeng.com/live/06OLEGEGM4G.m3u8
凤凰中文,http://39.135.55.7:6610/PLTV/88888888/224/3221227222/index.m3u8?servicetype=1&IASHttpSessionId=OTT
凤凰中文,https://playtv-live.ifeng.com/live/06OLEGEGM4G_tv2.m3u8

🙏｜宗教,#genre#
传统文化,http://m3u8.ciguang.tv/360p/CT/CT-005/CT-005-0001/CT-005-0001.m3u8
香港佛陀教育,https://js1.amtb.cn/liveedge/_definst_/livetv/playlist.m3u8
香港佛陀教育,http://js1.amtb.cn/liveedge/_definst_/livetv/chunklist.m3u8
佛陀教育,http://m3u8.ciguang.tv/360p/19/19-012/19-012-0105/19-012-0105.m3u8
儒释道电视台https://live.ciguang.tv/live/hdtv.m3u8?auth_key=5216465889-0-0-701a98b03302233fc07fa2ee9e85d39b
华严讲席,http://m3u8.ciguang.tv/360p/12/12-047/12-047-0033/12-047-0033.m3u8
大经专修,http://m3u8.ciguang.tv/360p/02/02-041/02-041-0216/02-041-0216.m3u8
生命电视台,http://61.216.67.119:1935/lifetv/lifetv.stream/manifest.m3u8
唯心電視,http://mobile.ccdntech.com/transcoder/_definst_/vod164_Live/live/chunklist_w1177047531.m3u8
孝廉电视台,http://cdn257.ccdntech.com/live-http/_definst_/vod257_Live/live/playlist.m3u8
净空老法师讲经直播台(台湾线路),https://tw1.amtb.de/liveedge/_definst_/livetv/playlist.m3u8
净空老法师讲经直播台(香港线路),https://hk1.amtb.de/liveedge/_definst_/livetv/playlist.m3u8
净空老法师讲经直播台(新马线路),https://sg1.amtb.de/liveedge/_definst_/livetv/playlist.m3u8
悟道法师讲经(大陆线路),https://tw3.amtb.de/liveedge/_definst_/wdmaster/playlist.m3u8
悟道法师讲经(台湾线路),https://tw1.amtb.de/liveedge/_definst_/wdmaster/playlist.m3u8
悟道法师讲经(新马线路),https://sg1.amtb.de/liveedge/_definst_/wdmaster/playlist.m3u8
网络念佛堂(大陆线路),https://tw3.amtb.de/liveedge/_definst_/amtb/playlist.m3u8
网络念佛堂(台湾线路),https://tw1.amtb.de/liveedge/_definst_/amtb/playlist.m3u8
网络念佛堂(新马线路),https://sg1.amtb.de/liveedge/_definst_/amtb/playlist.m3u8
系念法会(台湾线路),https://tw1.amtb.de/liveedge/_definst_/sanshi_720p/playlist.m3u8
系念法会(香港线路),https://hk1.amtb.de/liveedge/_definst_/sanshi_720p/playlist.m3u8
系念法会(新马线路),https://sg1.amtb.de/liveedge/_definst_/sanshi_720p/playlist.m3u8
好消息电视台1,http://live-350k.streamingfast.net/hls-live/goodtv/_definst_/liveevent/live-ch1-1.m3u8
好消息电视台2,http://live-350k.streamingfast.net/hls-live/goodtv/_definst_/liveevent/live-ch2-1.m3u8
GOOD TV2,https://dqhxk7sbp7xog.cloudfront.net/hls-live/goodtv/_definst_/liveevent/live-ch2-2.m3u8
GOOD TV2,http://live-350k.streamingfast.net/hls-live/goodtv/_definst_/liveevent/live-ch2-1.m3u8
GOODTV道在人间HD,https://dqhxk7sbp7xog.cloudfront.net/osmflivech2.m3u8
GOODTV复兴祷告,https://dqhxk7sbp7xog.cloudfront.net/osmflivech38.m3u8
GOODTV天堂敬拜HD,https://dqhxk7sbp7xog.cloudfront.net/hls-live/goodtv/_definst_/liveevent/live-ch30-2.m3u8
GOODTV天堂敬拜HD,https://dqhxk7sbp7xog.cloudfront.net/hls-live/goodtv/_definst_/liveevent/live-ch28-2.m3u8
大爱1台,https://pulltv1.wanfudaluye.com/live/tv1.m3u8
大爱2台,https://pulltv2.wanfudaluye.com/live/tv2.m3u8
創世電視,https://cdn.deepcore.online/hlsme/ctv_hk_1080.m3u8
創世電視,https://cdn.deepcore.online/hlsme/ctv_hk_720.m3u8
文言书院,http://m3u8.ciguang.tv/360p/56/56-181/56-181-0003/56-181-0003.m3u8
韩国-BBS佛教广播,http://bbstv.clouducs.com:1935/bbstv-live/livestream/chunklist_w1403706733.m3u8

📀｜记录,#genre#
求索动物,http://111.11.123.49:6610/000000001000/6000000002000010046/1.m3u8?Contentid=6000000002000010046&livemode=1&stbId=3&channel-id=wasusyt
求索动物,http://111.11.123.49:6610/000000001000/6000000002000010046/1.m3u8?stbId=3&livemode=1&IASHttpSessionId=OTT1218020220429143132239553&channel-id=wasusyt&Contentid=6000000002000010046
美国 | 狗狗宠物,http://video.blivenyc.com/broadcast/prod/2061/22/file-3192k.m3u8
求索记录,http://111.11.123.49:6610/000000001000/6000000002000032052/1.m3u8?stbId=3&livemode=1&IASHttpSessionId=OTT1218020220429142822239451&channel-id=wasusyt&Contentid=6000000002000032052
求索科学,http://111.11.123.49:6610/000000001000/6000000002000032344/1.m3u8?stbId=3&livemode=1&IASHttpSessionId=OTT1218020220429143356239632&channel-id=wasusyt&Contentid=6000000002000032344
大千世界,http://111.11.123.49:6610/000000001000/7284663355496915828/1.m3u8?stbId=3&livemode=1&IASHttpSessionId=OTT1218520220429143755267989&channel-id=wasusyt&Contentid=7284663355496915828
金鹰纪实,http://124.232.231.246:6610/000000001001/201600020008/index.m3u8?A$电信高清720P
全纪实,http://111.11.123.49:6610/000000001000/5000000006000040025/1.m3u8?stbId=3&livemode=1&IASHttpSessionId=OTT1218020220429140845238357&channel-id=bestzb&Contentid=5000000006000040025
纪实人文,http://183.251.61.235:80/PLTV/88888888/224/3221227213/index.m3u8?icpid=88888888&from=1&hms_devid=2529,2526
CGTN国际频道,http://live.cgtn.com/1000/prog_index.m3u8?$全网标清576P
CGTN记录频道,https://livedoc.cgtn.com/1000d/prog_index.m3u8?$全网标清576P
探索记录,http://111.11.123.49:6610/000000001000/5359008697329269813/1.m3u8?stbId=3&livemode=1&IASHttpSessionId=OTT1218020220502083144452799&channel-id=wasusyt&Contentid=5359008697329269813
世界未解之谜,https://61d4e7aa14ec50cd98e50d8af275583e.v.smtcdns.net/akm-tct.douyucdn.cn/live/9369468rnSIRfMjs.xs
世界未解之谜,https://61d4e7aa14ec50cd98e50d8af275583e.v.smtcdns.net/akm-tct.douyucdn.cn/live/9369468rnSIRfMjs.xs?svr_type=live_oc&tencent_test_client_ip=218.5.77.27&dispatch_from=ztc100.115.135.238&utime=1652013694647_1
世界未解之谜,http://zzy789.xyz/douyu1.php?id=9369468
iHOT爱探索,http://111.11.123.49:6610/000000001000/6000000006000300630/1.m3u8?stbId=3&livemode=1&IASHttpSessionId=OTT1218520220430021955280745&channel-id=wasusyt&Contentid=6000000006000300630
iHOT爱解密,http://111.11.123.49:6610/000000001000/6000000006000200630/1.m3u8?stbId=3&livemode=1&IASHttpSessionId=OTT1218220220430022340236975&channel-id=wasusyt&Contentid=6000000006000200630
iHOT爱旅行,http://111.11.123.49:6610/000000001000/6000000006000250630/1.m3u8?stbId=3&livemode=1&IASHttpSessionId=OTT1218020220430022717252540&channel-id=wasusyt&Contentid=6000000006000250630
iHOT爱极限,http://111.11.123.49:6610/000000001000/6000000006000170630/1.m3u8?stbId=3&livemode=1&IASHttpSessionId=OTT1218520220430023229281091&channel-id=wasusyt&Contentid=6000000006000170630
iHOT爱历史,http://111.11.123.49:6610/000000001000/6000000006000150630/1.m3u8?stbId=3&livemode=1&IASHttpSessionId=OTT1218020220430023010252646&channel-id=wasusyt&Contentid=6000000006000150630
iHOT爱猎奇,http://111.11.123.49:6610/000000001000/6000000006000190630/1.m3u8?stbId=3&livemode=1&IASHttpSessionId=OTT1218020220502083548453181&channel-id=wasusyt&Contentid=6000000006000190630
CCTV9纪录[1920*1080],http://39.135.138.59:18890/PLTV/88888910/224/3221225626/index.m3u8
CCTV16-4k,http://liveop.cctv.cn/hls/CCTV16HD/playlist.m3u8
CCTV4K超高清,http://liveop.cctv.cn/hls/4KHD/playlist.m3u8
纯享4K,http://39.135.55.105:6610/PLTV/88888888/224/3221226825/index.m3u8?servicetype=1&IASHttpSessionId=OTT2734620220507145721106959
爱上4K,http://111.20.33.93/PLTV/88888893/224/3221226352/index.m3u8
百视通纪录,http://39.135.55.105:6610/PLTV/88888888/224/3221227048/index.m3u8?servicetype=1
CIBN纪录,http://211.94.219.178:18080/PLTV/68/224/3221226437/index.m3u8
NewTV精品纪录,http://39.135.55.105:6610/PLTV/88888888/224/3221225888/index.m3u8?servicetype=1
CGTN,http://117.148.179.174/PLTV/88888888/224/3221231592/index.m3u8
CGTN记录,http://117.148.179.144/PLTV/88888888/224/3221231492/index.m3u8
CGTN法语,http://117.148.179.156/PLTV/88888888/224/3221231550/index.m3u8
CNC中文,http://39.135.138.59:18890/PLTV/88888910/224/3221225694/index.m3u8
CNC英文,http://39.135.138.59:18890/PLTV/88888910/224/3221225693/index.m3u8
CNC英文,http://source07.v.news.cn/live/CNC_EN/playlist.m3u8
探索记录,http://111.11.123.49:6610/000000001000/5359008697329269813/1.m3u8?stbId=3&livemode=1&IASHttpSessionId=OTT1218020220429145628240518&channel-id=wasusyt&Contentid=5359008697329269813
文物宝库,http://39.136.48.2:8089/PLTV/88888888/224/3221226358/1.m3u8
动物星球,http://59.125.101.187:8719/http/192.168.77.24:8088/hls/70/812/ch37.m3u8?
动物星球,http://50.7.218.42:8278/animalplanet_twn/playlist.m3u8?tid=m4da2c053371613331372&ct=17874&tsum=4481f502bb91c2c67964feecfbc4b702
超清动物自然24h,http://hlsa-akm.douyucdn.cn/live/4360438r6Nwh1NOn.flv?uuid=
野生动物世界,http://hlsa-akm.douyucdn.cn/live/9951215r9GJR2bKm.flv?uuid=
发现之旅,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226235/1.m3u8?zyangd
发现之旅,http://111.20.33.93/PLTV/88888893/224/3221226235/index.m3u8?zyangd
世界地理,http://117.148.179.147/PLTV/88888888/224/3221231537/index.m3u8?zyangd
世界地理,http://117.148.179.157/PLTV/88888888/224/3221232867/index.m3u8?zyangd
动物世界,http://hls.cntv.myhwcdn.cn/asp/hls/1200/0303000a/3/default/2eba7ee3659b4caf86b40d51a1752d6c/1200.m3u8
人与自然,http://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/1425e1d505654cb48ba82b807b221193/1200.m3u8
自然传奇,http://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/81a1ad3a661748bfb8560c92d38204ca/1200.m3u8
探索发现,http://hls.cntv.kcdnvip.com/asp/hls/1200/0303000a/3/default/25137bd7c4494128bf0cba271974928f/1200.m3u8
地理中国,http://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/c6baf6f74bb944aeacee1065ea72c798/1200.m3u8
大太平洋,http://hls.cntv.kcdnvip.com/asp/hls/4000/0303000a/3/default/2d7f4eeaed2e4ad080bcf324eb21bc0d/4000.m3u8
地球脉动第一季,http://hls.cntv.kcdnvip.com/asp/hls/850/0303000a/3/default/7a3423af02284c3db48b854ab646993f/850.m3u8
生命脉动,http://hls.cntv.myhwcdn.cn/asp/hls/850/0303000a/3/default/c481b5826ffc4e99a92e01704c862dbc/850.m3u8
飞碟之谜01,https://hls.cntv.lxdns.com/asp/hls/2000/0303000a/3/default/f0a47e155d32450daa1d36a04fd7d262/2000.m3u8
飞碟之谜02,https://newcntv.qcloudcdn.com/asp/hls/2000/0303000a/3/default/d2454bbb542d4613a9db478dab2addfd/2000.m3u8
美丽中国说,http://hls.cntv.myhwcdn.cn/asp/hls/4000/0303000a/3/default/8cdd688b04e4495ba1635e218419d6f9/4000.m3u8
美丽中国自然,http://hls.cntv.myhwcdn.cn/asp/hls/4000/0303000a/3/default/51d937a0201f4c78a5878b4b37089f3b/4000.m3u8
乘着火车看中国,http://hls.cntv.myhwcdn.cn/asp/hls/4000/0303000a/3/default/2b0f397ed9d948eb9fac38d73cde241b/4000.m3u8
航拍中国第一季,http://hls.cntv.myhwcdn.cn/asp/hls/4000/0303000a/3/default/8edf3fb6a69148ea9a7dc0b5a9d99fdb/4000.m3u8
航拍中国第二季,http://newcntv.qcloudcdn.com/asp/hls/4000/0303000a/3/default/2bdfdad540b342f592f9817cb7f3b79a/4000.m3u8
航拍中国第三季,http://hls.cntv.kcdnvip.com/asp/hls/1200/0303000a/3/default/18a8a559464448dbaf60d33913e09aea/1200.m3u8
梵净山,http://hls.cntv.myhwcdn.cn/asp/hls/4000/0303000a/3/default/b9571df1181c4422a83901e827519fe6/4000.m3u8
中国村庄,http://newcntv.qcloudcdn.com/asp/hls/4000/0303000a/3/default/93fc12dbf14241c18c23da104fbade23/4000.m3u8
四海钓鱼,http://117.148.179.159/PLTV/88888888/224/3221231718/index.m3u8
四海钓鱼,http://117.148.179.158:80/PLTV/88888888/224/3221231718/1.m3u8
快乐垂钓,http://39.135.55.7:6610/PLTV/88888888/224/3221226940/index.m3u8?servicetype=1$移动超清1080P
熊猫频道,http://39.135.55.105:6610/PLTV/88888888/224/3221226715/index.m3u8?servicetype=1
中国陶瓷,http://39.135.55.7:6610/PLTV/88888888/224/3221227234/index.m3u8?servicetype=1%24%E7%A7%BB%E5%8A%A8%E8%B6%85%E6%B8%851080P&IASHttpSessionId=OTT1043420220516150851051914
江西陶瓷,http://39.135.55.105:6610/PLTV/88888888/224/3221227234/index.m3u8?servicetype=1
中华特产,http://39.136.48.2:8089/PLTV/88888888/224/3221226340/1.m3u8
国际地理ABU,http://admdn2.cdn.mangomolo.com/nagtv/smil:nagtv.stream.smil/chunklist_b1800000_t64NzIwcA==.m3u8
探索频道,https://livecdn.fptplay.net/hda2/discovery_vhls.smil/chunklist_b5000000.m3u8
探索亚洲,https://livecdn.fptplay.net/hda2/discoveryasia_vhls.smil/chunklist_b5000000.m3u8
国家地理野生频道,http://50.7.218.42:8278/natgeowild_twn/playlist.m3u8?tid=MDDD9803492998034929&ct=18393&tsum=b276f2598186cdc8f4c513d89bfc2032
国家地理野生频道,https://sc.id-tv.kz/NatGeoWildHD_34_35.m3u8
美食纪录片·饿了吗？Provence-,http://61.241.131.18/tx.rtmp.huya.com/1423787851-1423787851-6115122256487120896-2847699158-10057-A-0-1-imgplus.m3u8?%E5%85%B3%E6%B3%A8%E5%BE%AE%E4%BF%A1%E5%85%AC%E4%BC%97%E5%8F%B7[%E6%99%B4%E5%9B%AD]
大梅小镇 - 大梅小镇,http://61.241.131.18/tx.rtmp.huya.com/1199522968979-1199522968979-5270326000662609920-2399046061414-10057-A-0-1.m3u8?%E5%85%B3%E6%B3%A8%E5%BE%AE%E4%BF%A1%E5%85%AC%E4%BC%97%E5%8F%B7[%E6%99%B4%E5%9B%AD]
乡间小路上,http://61.241.131.18/tx.rtmp.huya.com/1199564878882-1199564878882-5450327663426142208-2399129881220-10057-A-0-1.m3u8?%E5%85%B3%E6%B3%A8%E5%BE%AE%E4%BF%A1%E5%85%AC%E4%BC%97%E5%8F%B7[%E6%99%B4%E5%9B%AD]
二两红豆,http://61.241.131.18/tx.rtmp.huya.com/1199540356628-1199540356628-5345005384471937024-2399080836712-10057-A-0-1.m3u8?%E5%85%B3%E6%B3%A8%E5%BE%AE%E4%BF%A1%E5%85%AC%E4%BC%97%E5%8F%B7[%E6%99%B4%E5%9B%AD]

📻｜综艺,#genre#
赵本山经典小品轮播,http://zzy789.xyz/douyu1.php?id=9817716
赵本山春晚经典,http://zzy789.xyz/douyu1.php?id=9406415
经典小品轮播,http://zzy789.xyz/douyu1.php?id=9322175
辽宁小品,http://epg.112114.xyz/douyu/9322175
辽宁小品,http://hlsa-akm.douyucdn.cn/live/9322175rJ00daKfs.flv
小品相声轮播,http://www.teyond.cn/iptv/9/tyzb08.php?id=50937
经典小品,http://zzy789.xyz/douyu1.php?id=9067836
小品,http://txtest-xp2p.p2p.huya.com/1449698104-1449698104-6226405945753206784-2847699140-10057-A-0-1.xs
beatbox现场,http://hlsa-akm.douyucdn.cn/live/5455515rN4iBU0IC.flv1,http://hlsa-akm.douyucdn.cn/live/5455515rN4iBU0IC.flv?uuid=
beatbox现场,https://7f5753ec0eae6c8ff5a43c8f1d6c4170.v.smtcdns.net/akm-tct.douyucdn.cn/live/5455515rN4iBU0IC.flv
舞者,http://epg.112114.xyz/douyu/9404678
北京IPTV淘娱乐HD,http://39.134.134.88/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226551/index.m3u8?servicetype=1&icpid=&accounttype=1&limitflux=-1&limitdur=-1&GuardEncType=2&accountinfo=3QGHZfaujB8rRCsAsCvwpxxlHr4QY7xmzJA0CWZ2m2oFrdR%2B0WqiDAHoOrKmOBjJo1DAVyGMxV75D0k9A8UW52%2FrO%2F0g1FiOsgmHLskIhGej57NNTIcVyR%2FC8%2FqFakBOtChdQBj46BMs%2FmbjOB0PZw%3D%3D%3A20211105223205%2C10000100000000050000000003887499%2CF6D75A298389DD1E7C3B7D397327CA23%2C-1%2C0%2C1%2C%2C%2C2%2C%2C%2CEND
笑傲帮 顶尖笑匠再登舞台 - SMG开怀时刻,http://61.241.131.18/tx.rtmp.huya.com/1449380946-1449380946-6225043762515542016-2847687614-10057-A-0-1.m3u8?%E5%85%B3%E6%B3%A8%E5%BE%AE%E4%BF%A1%E5%85%AC%E4%BC%97%E5%8F%B7[%E6%99%B4%E5%9B%AD]
笑傲江湖 - SMG爆笑舞台,http://61.241.131.18/tx.rtmp.huya.com/1423787824-1423787824-6115122140523003904-2847699104-10057-A-0-1.m3u8?%E5%85%B3%E6%B3%A8%E5%BE%AE%E4%BF%A1%E5%85%AC%E4%BC%97%E5%8F%B7[%E6%99%B4%E5%9B%AD]
今晚80后脱口秀,http://61.241.131.18/tx.rtmp.huya.com/1423787862-1423787862-6115122303731761152-2847699180-10057-A-0-1.m3u8?%E5%85%B3%E6%B3%A8%E5%BE%AE%E4%BF%A1%E5%85%AC%E4%BC%97%E5%8F%B7[%E6%99%B4%E5%9B%AD]
中国新相亲,http://61.241.131.18/tx.rtmp.huya.com/1449574865-1449574865-6225876638278615040-2847699130-10057-A-0-1.m3u8?%E5%85%B3%E6%B3%A8%E5%BE%AE%E4%BF%A1%E5%85%AC%E4%BC%97%E5%8F%B7[%E6%99%B4%E5%9B%AD]
金牌综艺,http://39.135.55.105:6610/PLTV/88888888/224/3221225884/index.m3u8?servicetype=1
超级综艺,http://39.134.67.6:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225714/1.m3u8
斗鱼综艺HD1,http://124.223.212.38:83/douyu/131977
斗鱼综艺HD2,http://zzy789.xyz/douyu1.php?id=7298973
斗鱼综艺HD3,http://zzy789.xyz/douyu1.php?id=9236042
欢笑剧场,http://112.74.200.9:88/tv000000/m3u8.php?/migu/623674859
百事通戏曲,http://39.135.55.105:6610/PLTV/88888888/224/3221227049/index.m3u8?servicetype=1&IASHttpSessionId=OTT3005120220502050650051136
梨园HD,http://zhantong.direct.quickconnect.to:8800/udp/239.49.8.193:8000
梨园频道,http://39.136.48.2:8089/PLTV/88888888/224/3221226354/1.m3u8
七彩戏剧,http://39.135.55.105:6610/PLTV/88888888/224/3221227212/index.m3u8?servicetype=1&IASHttpSessionId=OTT2730420220502051225050346
相声有新人,http://bp-caster.bestv.com.cn/512/1/video.m3u8
高能脱口秀,http://bp-caster.bestv.com.cn/462/1/video.m3u8
2022央视春晚,https://alimov2.a.kwimgs.com/upic/2022/02/01/11/BMjAyMjAyMDExMTEwMjNfNDAzMDAxOTlfNjYzNzA4MTk4NzNfMF8z_b_B898cc7ddd0025bf54ddb18ec1f723c84.mp4
2021央视春晚,https://alimov2.a.kwimgs.com/upic/2022/01/30/17/BMjAyMjAxMzAxNzE4NTJfNDAzMDAxOTlfNjYxNzUzOTg3NjlfMF8z_b_Be41d9503181d7b0608a839ed401e02c2.mp4
2020央视春晚,https://alimov2.a.kwimgs.com/upic/2022/01/30/17/BMjAyMjAxMzAxNzA5NDdfNDAzMDAxOTlfNjYxNzQ2MDAyMTFfMF8z_b_B5d51d9564c5670dc66faeba20aa7af3f.mp4
2022辽宁春晚,https://new.iskcd.com/20220131/MZ82UPQg/index.m3u8
2022天津德云春晚,https://new.iskcd.com/20220131/7tQnEDSx/index.m3u8
2020天津德云春晚,https://cdn7.hbhaoyi.com:65/20220103/CF0Kc98Y/index.m3u8
2021陕西卫视丝路云春晚,https://n1.szjal.cn/20210205/tYeOZKsu/index.m3u8
2021笑赢这一年春晚,https://n1.szjal.cn/20210211/XuoKLflg/index.m3u8
2021牛剑春晚,https://wolongzywcdn2.com:65/20220414/YaZNMa7Q/index.m3u8
2021郭德纲从艺30周年专场太原站,https://wolongzywcdn2.com:65/jDhSTqGt/index.m3u8
2020郭德纲北展站专场,https://wolongzywcdn2.com:65/rhR65zUC/index.m3u8
2019岳云鹏跨年专场广州站,https://wolongzywcdn2.com:65/cbiOqx0Z/index.m3u8
2018岳云鹏专场嘉兴站,https://wolongzywcdn2.com:65/4Ul9pitb/index.m3u8
2019张鹤伦专场上海站,https://wolongzywcdn2.com:65/szXOfGe0/index.m3u8
2020张九龄专场天津站,https://wolongzywcdn2.com:65/BC6n2DvP/index.m3u8
2021德云九队天津开业第二场,https://wolongzywcdn2.com:65/T5nNSuDv/index.m3u8
2020德云社乙亥年封箱庆典,https://wolongzywcdn2.com:65/2EcC079h/index.m3u8
2022德云小团子五队哈尔滨站,https://wy.zhaojiuwanwu.top/api/GetDownUrlMu/33ecf636f7c2429c8d9c2b10defdb26a/5349ef58e4eb4154b7e343eec0674b72.m3u8
笑傲第3季1,https://s.gszyvv.com:65/20220414/y3pWQZsO/index.m3u8
笑傲第3季2,https://ukzyvod3.ukubf5.com/20220412/zodjLbmF/index.m3u8
笑傲第3季3,https://ukzyvod3.ukubf5.com/20220412/jCKooF2n/index.m3u8
笑傲第3季4,https://ukzyvod3.ukubf5.com/20220412/wjaGELS5/index.m3u8
笑傲第3季5,https://ukzyvod3.ukubf5.com/20220412/Y9OvGWxd/index.m3u8
笑傲第3季6,https://ukzyvod3.ukubf5.com/20220412/nYBz4m3J/index.m3u8
笑傲第3季7,https://ukzyvod3.ukubf5.com/20220412/M9myaMSl/index.m3u8
笑傲第3季8,https://ukzyvod3.ukubf5.com/20220412/i0tnQ0LX/index.m3u8
笑傲第3季9,https://ukzyvod3.ukubf5.com/20220412/l3alTITS/index.m3u8
笑傲第3季10,,https://zy.yekong.cc/xm3u8/1ce82ca40ccd3d5de25877d14b63395c09ffa4f8cb1fa366804abdf4c61370f19921f11e97d0da21.m3u8
笑傲第3季10,https://zy.yekong.cc/xm3u8/1ce82ca40ccd3d5de25877d14b63395c09ffa4f8cb1fa366804abdf4c61370f19921f11e97d0da21.m3u8
笑傲第3季11,https://zy.yekong.cc/xm3u8/40db92e12dfbf89caf87d8ba9e74cb0d4675edc6b02c6dac32250eaaaf09bc8d9921f11e97d0da21.m3u8
笑傲第3季12,https://zy.yekong.cc/xm3u8/f357d336b3198897de7f1d0b8f3cda84ad6dedb3362343ed971b828d9343914a9921f11e97d0da21.m3u8
笑傲第3季13,https://zy.yekong.cc/xm3u8/c69e945deee637a82878161906c3c245cca8cce4d612de3a46d7830e4a3e39c59921f11e97d0da21.m3u8
笑傲第四季会员1,https://ukzyvod3.ukubf5.com/20220412/TNwRvEVg/index.m3u8
笑傲第四季会员2,https://ukzyvod3.ukubf5.com/20220412/AnoREYSK/index.m3u8
笑傲第四季会员3,https://ukzyvod3.ukubf5.com/20220412/Oy9YYe5I/index.m3u8
笑傲第四季会员4,https://ukzyvod3.ukubf5.com/20220412/h3p02I9D/index.m3u8
笑傲第四季会员5,https://ukzyvod3.ukubf5.com/20220412/ifB7Oze7/index.m3u8
笑傲第四季会员6,https://ukzyvod3.ukubf5.com/20220412/uKxZg6p2/index.m3u8
笑傲第四季会员7,https://ukzyvod3.ukubf5.com/20220412/kEhEvMPH/index.m3u8
笑傲第四季会员8,https://ukzyvod3.ukubf5.com/20220412/q8tBN8Ar/index.m3u8
笑傲第四季会员9,https://ukzyvod3.ukubf5.com/20220412/Y6Wj6JqI/index.m3u8
笑傲第四季会员10,https://ukzyvod3.ukubf5.com/20220412/uGzNMXpt/index.m3u8
笑傲第四季会员11,https://ukzyvod3.ukubf5.com/20220412/n2pHV1i1/index.m3u8
笑傲第四季会员12,https://ukzyvod3.ukubf5.com/20220412/wLgRfjcc/index.m3u8
2022第二季组团上春晚1,https://wolongzywcdn2.com:65/IsmtSiwv/index.m3u8
2022第二季组团上春晚2,https://wolongzywcdn2.com:65/je1w496Z/index.m3u8
2022第二季组团上春晚3,https://wolongzywcdn2.com:65/mtQvklLG/index.m3u8
2022第二季组团上春晚4,https://wolongzywcdn2.com:65/qBkaiOvc/index.m3u8
